Glucose (mM),Ammonium (mM),Growth yield (OD 600 nm) bootstrap 1,Growth yield (OD 600 nm) bootstrap 2,Growth yield (OD 600 nm) bootstrap 3,Growth yield (OD 600 nm) bootstrap 4,Growth yield (OD 600 nm) bootstrap 5,Growth yield (OD 600 nm) bootstrap 6,Growth yield (OD 600 nm) bootstrap 7,Growth yield (OD 600 nm) bootstrap 8,Growth yield (OD 600 nm) bootstrap 9,Growth yield (OD 600 nm) bootstrap 10,Growth yield (OD 600 nm) bootstrap 11,Growth yield (OD 600 nm) bootstrap 12,Growth yield (OD 600 nm) bootstrap 13,Growth yield (OD 600 nm) bootstrap 14,Growth yield (OD 600 nm) bootstrap 15,Growth yield (OD 600 nm) bootstrap 16,Growth yield (OD 600 nm) bootstrap 17,Growth yield (OD 600 nm) bootstrap 18,Growth yield (OD 600 nm) bootstrap 19,Growth yield (OD 600 nm) bootstrap 20,Growth yield (OD 600 nm) bootstrap 21,Growth yield (OD 600 nm) bootstrap 22,Growth yield (OD 600 nm) bootstrap 23,Growth yield (OD 600 nm) bootstrap 24,Growth yield (OD 600 nm) bootstrap 25,Growth yield (OD 600 nm) bootstrap 26,Growth yield (OD 600 nm) bootstrap 27,Growth yield (OD 600 nm) bootstrap 28,Growth yield (OD 600 nm) bootstrap 29,Growth yield (OD 600 nm) bootstrap 30,Growth yield (OD 600 nm) bootstrap 31,Growth yield (OD 600 nm) bootstrap 32,Growth yield (OD 600 nm) bootstrap 33,Growth yield (OD 600 nm) bootstrap 34,Growth yield (OD 600 nm) bootstrap 35,Growth yield (OD 600 nm) bootstrap 36,Growth yield (OD 600 nm) bootstrap 37,Growth yield (OD 600 nm) bootstrap 38,Growth yield (OD 600 nm) bootstrap 39,Growth yield (OD 600 nm) bootstrap 40,Growth yield (OD 600 nm) bootstrap 41,Growth yield (OD 600 nm) bootstrap 42,Growth yield (OD 600 nm) bootstrap 43,Growth yield (OD 600 nm) bootstrap 44,Growth yield (OD 600 nm) bootstrap 45,Growth yield (OD 600 nm) bootstrap 46,Growth yield (OD 600 nm) bootstrap 47,Growth yield (OD 600 nm) bootstrap 48,Growth yield (OD 600 nm) bootstrap 49,Growth yield (OD 600 nm) bootstrap 50,Growth yield (OD 600 nm) bootstrap 51,Growth yield (OD 600 nm) bootstrap 52,Growth yield (OD 600 nm) bootstrap 53,Growth yield (OD 600 nm) bootstrap 54,Growth yield (OD 600 nm) bootstrap 55,Growth yield (OD 600 nm) bootstrap 56,Growth yield (OD 600 nm) bootstrap 57,Growth yield (OD 600 nm) bootstrap 58,Growth yield (OD 600 nm) bootstrap 59,Growth yield (OD 600 nm) bootstrap 60,Growth yield (OD 600 nm) bootstrap 61,Growth yield (OD 600 nm) bootstrap 62,Growth yield (OD 600 nm) bootstrap 63,Growth yield (OD 600 nm) bootstrap 64,Growth yield (OD 600 nm) bootstrap 65,Growth yield (OD 600 nm) bootstrap 66,Growth yield (OD 600 nm) bootstrap 67,Growth yield (OD 600 nm) bootstrap 68,Growth yield (OD 600 nm) bootstrap 69,Growth yield (OD 600 nm) bootstrap 70,Growth yield (OD 600 nm) bootstrap 71,Growth yield (OD 600 nm) bootstrap 72,Growth yield (OD 600 nm) bootstrap 73,Growth yield (OD 600 nm) bootstrap 74,Growth yield (OD 600 nm) bootstrap 75,Growth yield (OD 600 nm) bootstrap 76,Growth yield (OD 600 nm) bootstrap 77,Growth yield (OD 600 nm) bootstrap 78,Growth yield (OD 600 nm) bootstrap 79,Growth yield (OD 600 nm) bootstrap 80,Growth yield (OD 600 nm) bootstrap 81,Growth yield (OD 600 nm) bootstrap 82,Growth yield (OD 600 nm) bootstrap 83,Growth yield (OD 600 nm) bootstrap 84,Growth yield (OD 600 nm) bootstrap 85,Growth yield (OD 600 nm) bootstrap 86,Growth yield (OD 600 nm) bootstrap 87,Growth yield (OD 600 nm) bootstrap 88,Growth yield (OD 600 nm) bootstrap 89,Growth yield (OD 600 nm) bootstrap 90,Growth yield (OD 600 nm) bootstrap 91,Growth yield (OD 600 nm) bootstrap 92,Growth yield (OD 600 nm) bootstrap 93,Growth yield (OD 600 nm) bootstrap 94,Growth yield (OD 600 nm) bootstrap 95,Growth yield (OD 600 nm) bootstrap 96,Growth yield (OD 600 nm) bootstrap 97,Growth yield (OD 600 nm) bootstrap 98,Growth yield (OD 600 nm) bootstrap 99,Growth yield (OD 600 nm) bootstrap 100
0.15625,0.49,0.0229404718693285,0.0357332123411978,0.0289949909255898,0.0289949909255898,0.0229404718693285,0.0289949909255898,0.0357332123411978,0.0229404718693285,0.0289949909255898,0.0357332123411978,0.0289949909255898,0.0289949909255898,0.0229404718693285,0.0229404718693285,0.0229404718693285,0.0289949909255898,0.0289949909255898,0.0357332123411978,0.0229404718693285,0.0229404718693285,0.0357332123411978,0.0289949909255898,0.0357332123411978,0.0357332123411978,0.0229404718693285,0.0229404718693285,0.0289949909255898,0.0289949909255898,0.0289949909255898,0.0229404718693285,0.0229404718693285,0.0357332123411978,0.0229404718693285,0.0229404718693285,0.0229404718693285,0.0289949909255898,0.0289949909255898,0.0357332123411978,0.0229404718693285,0.0289949909255898,0.0229404718693285,0.0357332123411978,0.0289949909255898,0.0357332123411978,0.0229404718693285,0.0357332123411978,0.0289949909255898,0.0289949909255898,0.0357332123411978,0.0289949909255898,0.0229404718693285,0.0289949909255898,0.0229404718693285,0.0289949909255898,0.0289949909255898,0.0357332123411978,0.0289949909255898,0.0229404718693285,0.0229404718693285,0.0289949909255898,0.0229404718693285,0.0229404718693285,0.0357332123411978,0.0229404718693285,0.0357332123411978,0.0289949909255898,0.0357332123411978,0.0357332123411978,0.0229404718693285,0.0289949909255898,0.0229404718693285,0.0289949909255898,0.0357332123411978,0.0229404718693285,0.0229404718693285,0.0229404718693285,0.0357332123411978,0.0357332123411978,0.0289949909255898,0.0289949909255898,0.0229404718693285,0.0289949909255898,0.0357332123411978,0.0357332123411978,0.0229404718693285,0.0289949909255898,0.0357332123411978,0.0289949909255898,0.0357332123411978,0.0289949909255898,0.0357332123411978,0.0289949909255898,0.0289949909255898,0.0229404718693285,0.0229404718693285,0.0289949909255898,0.0357332123411978,0.0229404718693285,0.0289949909255898,0.0229404718693285
0.3125,0.49,0.0430132123411978,0.0430132123411978,0.0436349909255898,0.0420604718693284,0.0420604718693284,0.0420604718693284,0.0436349909255898,0.0430132123411978,0.0436349909255898,0.0430132123411978,0.0430132123411978,0.0420604718693284,0.0430132123411978,0.0420604718693284,0.0420604718693284,0.0436349909255898,0.0436349909255898,0.0420604718693284,0.0420604718693284,0.0420604718693284,0.0430132123411978,0.0436349909255898,0.0420604718693284,0.0430132123411978,0.0420604718693284,0.0420604718693284,0.0430132123411978,0.0430132123411978,0.0436349909255898,0.0436349909255898,0.0430132123411978,0.0430132123411978,0.0430132123411978,0.0436349909255898,0.0430132123411978,0.0430132123411978,0.0420604718693284,0.0436349909255898,0.0436349909255898,0.0420604718693284,0.0436349909255898,0.0430132123411978,0.0420604718693284,0.0436349909255898,0.0436349909255898,0.0436349909255898,0.0436349909255898,0.0420604718693284,0.0430132123411978,0.0420604718693284,0.0436349909255898,0.0436349909255898,0.0436349909255898,0.0436349909255898,0.0436349909255898,0.0420604718693284,0.0420604718693284,0.0420604718693284,0.0436349909255898,0.0420604718693284,0.0436349909255898,0.0436349909255898,0.0436349909255898,0.0420604718693284,0.0436349909255898,0.0430132123411978,0.0420604718693284,0.0420604718693284,0.0436349909255898,0.0430132123411978,0.0430132123411978,0.0420604718693284,0.0420604718693284,0.0420604718693284,0.0436349909255898,0.0430132123411978,0.0420604718693284,0.0430132123411978,0.0420604718693284,0.0436349909255898,0.0420604718693284,0.0430132123411978,0.0430132123411978,0.0436349909255898,0.0430132123411978,0.0436349909255898,0.0430132123411978,0.0436349909255898,0.0436349909255898,0.0430132123411978,0.0436349909255898,0.0436349909255898,0.0420604718693284,0.0430132123411978,0.0436349909255898,0.0430132123411978,0.0436349909255898,0.0420604718693284,0.0436349909255898,0.0420604718693284
0.625,0.49,0.0631004718693285,0.0760932123411978,0.0740349909255898,0.0631004718693285,0.0740349909255898,0.0740349909255898,0.0760932123411978,0.0631004718693285,0.0631004718693285,0.0631004718693285,0.0760932123411978,0.0740349909255898,0.0631004718693285,0.0740349909255898,0.0760932123411978,0.0740349909255898,0.0740349909255898,0.0760932123411978,0.0740349909255898,0.0631004718693285,0.0631004718693285,0.0760932123411978,0.0631004718693285,0.0631004718693285,0.0760932123411978,0.0760932123411978,0.0631004718693285,0.0740349909255898,0.0760932123411978,0.0631004718693285,0.0760932123411978,0.0760932123411978,0.0740349909255898,0.0631004718693285,0.0631004718693285,0.0760932123411978,0.0631004718693285,0.0760932123411978,0.0740349909255898,0.0740349909255898,0.0631004718693285,0.0631004718693285,0.0631004718693285,0.0740349909255898,0.0740349909255898,0.0631004718693285,0.0740349909255898,0.0740349909255898,0.0740349909255898,0.0740349909255898,0.0740349909255898,0.0740349909255898,0.0760932123411978,0.0740349909255898,0.0760932123411978,0.0740349909255898,0.0631004718693285,0.0740349909255898,0.0740349909255898,0.0760932123411978,0.0760932123411978,0.0760932123411978,0.0760932123411978,0.0631004718693285,0.0631004718693285,0.0631004718693285,0.0760932123411978,0.0760932123411978,0.0631004718693285,0.0631004718693285,0.0740349909255898,0.0760932123411978,0.0760932123411978,0.0760932123411978,0.0631004718693285,0.0631004718693285,0.0760932123411978,0.0760932123411978,0.0631004718693285,0.0760932123411978,0.0760932123411978,0.0740349909255898,0.0740349909255898,0.0631004718693285,0.0740349909255898,0.0740349909255898,0.0760932123411978,0.0740349909255898,0.0631004718693285,0.0740349909255898,0.0631004718693285,0.0760932123411978,0.0740349909255898,0.0760932123411978,0.0760932123411978,0.0760932123411978,0.0740349909255898,0.0631004718693285,0.0631004718693285,0.0631004718693285
1.25,0.49,0.102634990925589,0.0981332123411978,0.0981332123411978,0.0882204718693285,0.102634990925589,0.0981332123411978,0.0981332123411978,0.0981332123411978,0.102634990925589,0.0981332123411978,0.0981332123411978,0.0882204718693285,0.0882204718693285,0.102634990925589,0.102634990925589,0.102634990925589,0.102634990925589,0.0981332123411978,0.0981332123411978,0.0882204718693285,0.0981332123411978,0.102634990925589,0.102634990925589,0.102634990925589,0.0981332123411978,0.0882204718693285,0.0981332123411978,0.102634990925589,0.0981332123411978,0.0981332123411978,0.0981332123411978,0.0981332123411978,0.0981332123411978,0.102634990925589,0.102634990925589,0.102634990925589,0.102634990925589,0.102634990925589,0.0981332123411978,0.102634990925589,0.0882204718693285,0.0882204718693285,0.102634990925589,0.102634990925589,0.0882204718693285,0.0882204718693285,0.0882204718693285,0.102634990925589,0.102634990925589,0.0882204718693285,0.0981332123411978,0.102634990925589,0.0882204718693285,0.0882204718693285,0.0981332123411978,0.0882204718693285,0.102634990925589,0.0882204718693285,0.102634990925589,0.0981332123411978,0.0981332123411978,0.102634990925589,0.102634990925589,0.0882204718693285,0.102634990925589,0.0981332123411978,0.0882204718693285,0.102634990925589,0.0981332123411978,0.0882204718693285,0.0882204718693285,0.0981332123411978,0.0882204718693285,0.0981332123411978,0.0882204718693285,0.0882204718693285,0.0981332123411978,0.0882204718693285,0.102634990925589,0.0882204718693285,0.102634990925589,0.0981332123411978,0.0882204718693285,0.0981332123411978,0.102634990925589,0.102634990925589,0.0882204718693285,0.0981332123411978,0.102634990925589,0.0882204718693285,0.0981332123411978,0.102634990925589,0.0882204718693285,0.0882204718693285,0.0882204718693285,0.0882204718693285,0.0981332123411978,0.0981332123411978,0.102634990925589,0.0882204718693285
2.5,0.49,0.0847404718693285,0.106653212341197,0.114914990925589,0.106653212341197,0.0847404718693285,0.0847404718693285,0.106653212341197,0.0847404718693285,0.106653212341197,0.106653212341197,0.114914990925589,0.0847404718693285,0.106653212341197,0.114914990925589,0.114914990925589,0.106653212341197,0.114914990925589,0.0847404718693285,0.114914990925589,0.106653212341197,0.114914990925589,0.0847404718693285,0.114914990925589,0.0847404718693285,0.106653212341197,0.0847404718693285,0.106653212341197,0.106653212341197,0.106653212341197,0.114914990925589,0.0847404718693285,0.106653212341197,0.114914990925589,0.106653212341197,0.0847404718693285,0.106653212341197,0.0847404718693285,0.114914990925589,0.106653212341197,0.114914990925589,0.0847404718693285,0.114914990925589,0.114914990925589,0.0847404718693285,0.0847404718693285,0.106653212341197,0.106653212341197,0.114914990925589,0.0847404718693285,0.0847404718693285,0.114914990925589,0.114914990925589,0.0847404718693285,0.106653212341197,0.106653212341197,0.106653212341197,0.0847404718693285,0.114914990925589,0.106653212341197,0.0847404718693285,0.106653212341197,0.0847404718693285,0.106653212341197,0.0847404718693285,0.0847404718693285,0.0847404718693285,0.0847404718693285,0.106653212341197,0.0847404718693285,0.106653212341197,0.106653212341197,0.106653212341197,0.106653212341197,0.106653212341197,0.114914990925589,0.0847404718693285,0.0847404718693285,0.114914990925589,0.106653212341197,0.114914990925589,0.0847404718693285,0.106653212341197,0.106653212341197,0.0847404718693285,0.106653212341197,0.106653212341197,0.106653212341197,0.114914990925589,0.0847404718693285,0.106653212341197,0.0847404718693285,0.106653212341197,0.106653212341197,0.106653212341197,0.106653212341197,0.0847404718693285,0.106653212341197,0.106653212341197,0.114914990925589,0.0847404718693285
5.0,0.49,0.0941004718693285,0.112994990925589,0.112994990925589,0.112994990925589,0.109293212341197,0.109293212341197,0.0941004718693285,0.0941004718693285,0.112994990925589,0.0941004718693285,0.109293212341197,0.0941004718693285,0.112994990925589,0.0941004718693285,0.109293212341197,0.112994990925589,0.109293212341197,0.109293212341197,0.112994990925589,0.112994990925589,0.112994990925589,0.112994990925589,0.112994990925589,0.109293212341197,0.112994990925589,0.109293212341197,0.0941004718693285,0.112994990925589,0.112994990925589,0.109293212341197,0.109293212341197,0.109293212341197,0.112994990925589,0.109293212341197,0.109293212341197,0.112994990925589,0.109293212341197,0.109293212341197,0.0941004718693285,0.109293212341197,0.0941004718693285,0.109293212341197,0.112994990925589,0.112994990925589,0.0941004718693285,0.112994990925589,0.109293212341197,0.109293212341197,0.109293212341197,0.112994990925589,0.0941004718693285,0.0941004718693285,0.109293212341197,0.109293212341197,0.0941004718693285,0.109293212341197,0.109293212341197,0.0941004718693285,0.0941004718693285,0.0941004718693285,0.0941004718693285,0.109293212341197,0.112994990925589,0.112994990925589,0.112994990925589,0.112994990925589,0.0941004718693285,0.0941004718693285,0.0941004718693285,0.0941004718693285,0.112994990925589,0.0941004718693285,0.109293212341197,0.112994990925589,0.112994990925589,0.112994990925589,0.109293212341197,0.109293212341197,0.109293212341197,0.109293212341197,0.112994990925589,0.0941004718693285,0.109293212341197,0.109293212341197,0.0941004718693285,0.112994990925589,0.109293212341197,0.109293212341197,0.112994990925589,0.112994990925589,0.112994990925589,0.109293212341197,0.109293212341197,0.112994990925589,0.0941004718693285,0.112994990925589,0.0941004718693285,0.112994990925589,0.0941004718693285,0.0941004718693285
10.0,0.49,0.105620471869328,0.101053212341197,0.114274990925589,0.105620471869328,0.101053212341197,0.105620471869328,0.114274990925589,0.101053212341197,0.105620471869328,0.101053212341197,0.101053212341197,0.114274990925589,0.101053212341197,0.101053212341197,0.101053212341197,0.101053212341197,0.114274990925589,0.114274990925589,0.114274990925589,0.114274990925589,0.101053212341197,0.105620471869328,0.101053212341197,0.114274990925589,0.105620471869328,0.101053212341197,0.105620471869328,0.105620471869328,0.114274990925589,0.114274990925589,0.105620471869328,0.114274990925589,0.114274990925589,0.114274990925589,0.105620471869328,0.114274990925589,0.105620471869328,0.114274990925589,0.114274990925589,0.105620471869328,0.101053212341197,0.114274990925589,0.105620471869328,0.114274990925589,0.101053212341197,0.114274990925589,0.101053212341197,0.114274990925589,0.114274990925589,0.114274990925589,0.105620471869328,0.114274990925589,0.105620471869328,0.114274990925589,0.101053212341197,0.101053212341197,0.105620471869328,0.101053212341197,0.101053212341197,0.114274990925589,0.105620471869328,0.105620471869328,0.105620471869328,0.105620471869328,0.105620471869328,0.101053212341197,0.114274990925589,0.105620471869328,0.101053212341197,0.101053212341197,0.101053212341197,0.114274990925589,0.105620471869328,0.114274990925589,0.114274990925589,0.105620471869328,0.105620471869328,0.105620471869328,0.105620471869328,0.114274990925589,0.101053212341197,0.105620471869328,0.114274990925589,0.101053212341197,0.105620471869328,0.101053212341197,0.101053212341197,0.105620471869328,0.114274990925589,0.114274990925589,0.105620471869328,0.114274990925589,0.114274990925589,0.105620471869328,0.101053212341197,0.101053212341197,0.101053212341197,0.105620471869328,0.114274990925589,0.105620471869328
20.0,0.49,0.117354990925589,0.117354990925589,0.105253212341197,0.0989804718693285,0.0989804718693285,0.117354990925589,0.105253212341197,0.117354990925589,0.0989804718693285,0.0989804718693285,0.117354990925589,0.0989804718693285,0.105253212341197,0.0989804718693285,0.105253212341197,0.105253212341197,0.117354990925589,0.105253212341197,0.105253212341197,0.117354990925589,0.117354990925589,0.117354990925589,0.105253212341197,0.0989804718693285,0.0989804718693285,0.105253212341197,0.0989804718693285,0.117354990925589,0.105253212341197,0.117354990925589,0.105253212341197,0.105253212341197,0.117354990925589,0.0989804718693285,0.117354990925589,0.105253212341197,0.105253212341197,0.117354990925589,0.0989804718693285,0.117354990925589,0.117354990925589,0.105253212341197,0.0989804718693285,0.105253212341197,0.117354990925589,0.0989804718693285,0.105253212341197,0.0989804718693285,0.0989804718693285,0.0989804718693285,0.117354990925589,0.117354990925589,0.105253212341197,0.117354990925589,0.117354990925589,0.117354990925589,0.117354990925589,0.117354990925589,0.0989804718693285,0.0989804718693285,0.117354990925589,0.117354990925589,0.0989804718693285,0.0989804718693285,0.117354990925589,0.105253212341197,0.0989804718693285,0.0989804718693285,0.0989804718693285,0.117354990925589,0.117354990925589,0.117354990925589,0.117354990925589,0.117354990925589,0.105253212341197,0.0989804718693285,0.105253212341197,0.0989804718693285,0.0989804718693285,0.117354990925589,0.117354990925589,0.105253212341197,0.0989804718693285,0.105253212341197,0.105253212341197,0.0989804718693285,0.117354990925589,0.0989804718693285,0.0989804718693285,0.105253212341197,0.0989804718693285,0.105253212341197,0.105253212341197,0.105253212341197,0.105253212341197,0.105253212341197,0.105253212341197,0.105253212341197,0.117354990925589,0.117354990925589
40.0,0.49,0.0970349909255898,0.0970349909255898,0.100293212341197,0.0970349909255898,0.0970349909255898,0.0970349909255898,0.113060471869328,0.100293212341197,0.0970349909255898,0.100293212341197,0.100293212341197,0.0970349909255898,0.100293212341197,0.113060471869328,0.0970349909255898,0.100293212341197,0.100293212341197,0.113060471869328,0.113060471869328,0.113060471869328,0.100293212341197,0.0970349909255898,0.0970349909255898,0.113060471869328,0.113060471869328,0.100293212341197,0.0970349909255898,0.0970349909255898,0.0970349909255898,0.0970349909255898,0.0970349909255898,0.100293212341197,0.113060471869328,0.100293212341197,0.113060471869328,0.100293212341197,0.0970349909255898,0.113060471869328,0.0970349909255898,0.100293212341197,0.100293212341197,0.100293212341197,0.113060471869328,0.100293212341197,0.0970349909255898,0.100293212341197,0.113060471869328,0.100293212341197,0.113060471869328,0.100293212341197,0.113060471869328,0.100293212341197,0.113060471869328,0.100293212341197,0.0970349909255898,0.113060471869328,0.100293212341197,0.0970349909255898,0.113060471869328,0.100293212341197,0.113060471869328,0.113060471869328,0.100293212341197,0.113060471869328,0.100293212341197,0.113060471869328,0.100293212341197,0.113060471869328,0.0970349909255898,0.0970349909255898,0.0970349909255898,0.113060471869328,0.0970349909255898,0.0970349909255898,0.100293212341197,0.113060471869328,0.113060471869328,0.0970349909255898,0.0970349909255898,0.113060471869328,0.113060471869328,0.100293212341197,0.113060471869328,0.100293212341197,0.100293212341197,0.113060471869328,0.100293212341197,0.113060471869328,0.100293212341197,0.113060471869328,0.0970349909255898,0.100293212341197,0.0970349909255898,0.100293212341197,0.0970349909255898,0.113060471869328,0.0970349909255898,0.100293212341197,0.100293212341197,0.100293212341197
0.0,1.48,0.0,0.000620471869328515,0.0,0.0,0.000620471869328515,0.0,0.000620471869328515,0.000620471869328515,0.0,0.0,0.0,0.000620471869328515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000620471869328515,0.000620471869328515,0.0,0.000620471869328515,0.0,0.0,0.000620471869328515,0.0,0.000620471869328515,0.0,0.0,0.0,0.0,0.0,0.0,0.000620471869328515,0.0,0.0,0.0,0.000620471869328515,0.0,0.0,0.0,0.0,0.0,0.0,0.000620471869328515,0.0,0.0,0.000620471869328515,0.0,0.0,0.0,0.0,0.000620471869328515,0.000620471869328515,0.0,0.0,0.0,0.0,0.000620471869328515,0.0,0.0,0.000620471869328515,0.0,0.0,0.0,0.0,0.000620471869328515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000620471869328515,0.000620471869328515,0.0,0.000620471869328515,0.0,0.0,0.0,0.0,0.000620471869328515,0.000620471869328515,0.0,0.0,0.0,0.000620471869328515
0.078125,1.48,0.0188932123411978,0.0188932123411978,0.0188932123411978,0.0188932123411978,0.0134349909255898,0.0107804718693285,0.0134349909255898,0.0134349909255898,0.0107804718693285,0.0188932123411978,0.0188932123411978,0.0188932123411978,0.0188932123411978,0.0188932123411978,0.0188932123411978,0.0107804718693285,0.0134349909255898,0.0134349909255898,0.0188932123411978,0.0134349909255898,0.0107804718693285,0.0134349909255898,0.0134349909255898,0.0107804718693285,0.0107804718693285,0.0107804718693285,0.0134349909255898,0.0134349909255898,0.0134349909255898,0.0134349909255898,0.0188932123411978,0.0107804718693285,0.0134349909255898,0.0134349909255898,0.0188932123411978,0.0188932123411978,0.0134349909255898,0.0134349909255898,0.0188932123411978,0.0188932123411978,0.0134349909255898,0.0107804718693285,0.0134349909255898,0.0107804718693285,0.0188932123411978,0.0188932123411978,0.0134349909255898,0.0107804718693285,0.0134349909255898,0.0134349909255898,0.0188932123411978,0.0188932123411978,0.0134349909255898,0.0188932123411978,0.0107804718693285,0.0107804718693285,0.0134349909255898,0.0134349909255898,0.0188932123411978,0.0107804718693285,0.0134349909255898,0.0134349909255898,0.0134349909255898,0.0107804718693285,0.0107804718693285,0.0107804718693285,0.0134349909255898,0.0134349909255898,0.0188932123411978,0.0134349909255898,0.0107804718693285,0.0188932123411978,0.0134349909255898,0.0188932123411978,0.0107804718693285,0.0134349909255898,0.0188932123411978,0.0134349909255898,0.0134349909255898,0.0188932123411978,0.0188932123411978,0.0134349909255898,0.0188932123411978,0.0134349909255898,0.0134349909255898,0.0134349909255898,0.0188932123411978,0.0107804718693285,0.0134349909255898,0.0107804718693285,0.0107804718693285,0.0107804718693285,0.0107804718693285,0.0188932123411978,0.0107804718693285,0.0107804718693285,0.0107804718693285,0.0134349909255898,0.0134349909255898,0.0107804718693285
0.15625,1.48,0.0228749909255898,0.0322532123411978,0.0322532123411978,0.0322532123411978,0.0322532123411978,0.0228749909255898,0.0322532123411978,0.0322532123411978,0.0228749909255898,0.0228749909255898,0.0228749909255898,0.0228749909255898,0.0228749909255898,0.0322532123411978,0.0322532123411978,0.0228749909255898,0.0228749909255898,0.0255804718693285,0.0228749909255898,0.0255804718693285,0.0322532123411978,0.0228749909255898,0.0255804718693285,0.0255804718693285,0.0255804718693285,0.0255804718693285,0.0228749909255898,0.0228749909255898,0.0228749909255898,0.0322532123411978,0.0228749909255898,0.0255804718693285,0.0322532123411978,0.0228749909255898,0.0255804718693285,0.0255804718693285,0.0228749909255898,0.0228749909255898,0.0322532123411978,0.0322532123411978,0.0322532123411978,0.0322532123411978,0.0228749909255898,0.0255804718693285,0.0228749909255898,0.0322532123411978,0.0255804718693285,0.0228749909255898,0.0255804718693285,0.0322532123411978,0.0322532123411978,0.0228749909255898,0.0255804718693285,0.0228749909255898,0.0255804718693285,0.0322532123411978,0.0255804718693285,0.0228749909255898,0.0228749909255898,0.0255804718693285,0.0255804718693285,0.0322532123411978,0.0322532123411978,0.0255804718693285,0.0228749909255898,0.0255804718693285,0.0228749909255898,0.0255804718693285,0.0322532123411978,0.0255804718693285,0.0255804718693285,0.0255804718693285,0.0322532123411978,0.0228749909255898,0.0228749909255898,0.0228749909255898,0.0255804718693285,0.0322532123411978,0.0255804718693285,0.0322532123411978,0.0322532123411978,0.0255804718693285,0.0228749909255898,0.0255804718693285,0.0322532123411978,0.0322532123411978,0.0228749909255898,0.0322532123411978,0.0255804718693285,0.0322532123411978,0.0228749909255898,0.0255804718693285,0.0255804718693285,0.0322532123411978,0.0255804718693285,0.0322532123411978,0.0228749909255898,0.0228749909255898,0.0228749909255898,0.0255804718693285
0.3125,1.48,0.0490532123411978,0.0337949909255898,0.0337949909255898,0.0490532123411978,0.0459804718693284,0.0459804718693284,0.0459804718693284,0.0490532123411978,0.0459804718693284,0.0337949909255898,0.0459804718693284,0.0459804718693284,0.0337949909255898,0.0459804718693284,0.0459804718693284,0.0490532123411978,0.0490532123411978,0.0490532123411978,0.0490532123411978,0.0490532123411978,0.0337949909255898,0.0337949909255898,0.0490532123411978,0.0337949909255898,0.0459804718693284,0.0490532123411978,0.0459804718693284,0.0337949909255898,0.0490532123411978,0.0337949909255898,0.0459804718693284,0.0337949909255898,0.0337949909255898,0.0337949909255898,0.0459804718693284,0.0337949909255898,0.0490532123411978,0.0490532123411978,0.0459804718693284,0.0337949909255898,0.0459804718693284,0.0459804718693284,0.0337949909255898,0.0337949909255898,0.0459804718693284,0.0490532123411978,0.0490532123411978,0.0490532123411978,0.0459804718693284,0.0490532123411978,0.0337949909255898,0.0490532123411978,0.0490532123411978,0.0459804718693284,0.0490532123411978,0.0459804718693284,0.0459804718693284,0.0490532123411978,0.0459804718693284,0.0490532123411978,0.0459804718693284,0.0337949909255898,0.0337949909255898,0.0490532123411978,0.0490532123411978,0.0490532123411978,0.0490532123411978,0.0337949909255898,0.0459804718693284,0.0490532123411978,0.0337949909255898,0.0490532123411978,0.0490532123411978,0.0337949909255898,0.0337949909255898,0.0337949909255898,0.0459804718693284,0.0459804718693284,0.0337949909255898,0.0337949909255898,0.0337949909255898,0.0490532123411978,0.0337949909255898,0.0459804718693284,0.0490532123411978,0.0337949909255898,0.0459804718693284,0.0490532123411978,0.0459804718693284,0.0490532123411978,0.0459804718693284,0.0459804718693284,0.0459804718693284,0.0490532123411978,0.0459804718693284,0.0490532123411978,0.0459804718693284,0.0459804718693284,0.0337949909255898,0.0459804718693284
