Model name,Num parameters,R^2,Akaike weight,Parameter names,Parameter values
liebig_monod,3,0.40691787381499545,1.362829108072654e-31,zmax;s1;s2,0.597793066249319;89.70888666543773;157.90236769898664
liebig_monod_rmin,5,0.938684856626764,0.9304889910452602,zmax;s1;s2;R1min;R2min,0.6378440225099019;27.784558260280605;106.04223182655595;0.01916976547021529;0.0017174409889600011
liebig_hill,5,0.44291092704091295,6.639146483365944e-32,zmax;s1;s2;n1;n2,0.694397280825191;78.3100666637762;148.5016161514604;0.47535479571932676;0.6377721520695955
liebig_hill_rmin,7,0.9253767165725655,0.0001135009017334099,zmax;s1;s2;n1;n2;R1min;R2min,0.5885317195666826;6.221021130765293;10.991577389037596;3.677607573971531;10.52673281500803;0.0951507470126046;0.04820760227729007
liebig_blackman,3,0.09782685153127191,1.6358817731363254e-37,zmax;s1;s2,0.5643771147685007;21.765999923782694;42.57368504930874
liebig_blackman_rmin,5,0.8323095493744008,5.863302079775551e-15,zmax;s1;s2;R1min;R2min,0.5994106791541122;1.4714718222979697;12.793333707749484;0.23838798828717325;0.015821247021948613
liebig_bertalanffy,3,0.33551154845258013,3.387129842118697e-33,zmax;s1;s2,0.5560621640554697;87.3012928954576;116.1408744544821
liebig_bertalanffy_rmin,5,0.926913925142731,0.0030905608930556746,zmax;s1;s2;R1min;R2min,0.5926278550995658;17.063113002132845;78.13245018378515;0.035023573507107914;0.0031072059219786757
multiplicative_monod,3,0.4078379414607758,1.4333584023138421e-31,zmax;s1;s2,0.5993180191336718;194.13248683876537;288.0766836866394
multiplicative_monod_rmin,5,0.9138197653563682,1.458524423553476e-05,zmax;s1;s2;R1min;R2min,0.622601635540002;72.31595030215897;243.82498482341222;0.013761535015269877;0.002132175600526638
multiplicative_hill,5,0.4209825763945664,1.89314986215789e-32,zmax;s1;s2;n1;n2,0.6291169247904373;217.5205549968304;253.0100802553279;0.6354360505723724;1.1112109212133736
multiplicative_hill_rmin,7,0.9166610316460293,3.1322175469273005e-06,zmax;s1;s2;n1;n2;R1min;R2min,0.6005727203461915;25.801824295082042;177.38836829672587;2.16714066261377;1.2597140141330707;0.04014675586420698;0.0034131034467925494
multiplicative_blackman,3,0.0872134306112834,1.118595898639035e-37,zmax;s1;s2,0.5617456046550899;39.248569204584534;77.51268801801359
multiplicative_blackman_rmin,5,0.7944013361805484,7.789394458087543e-18,zmax;s1;s2;R1min;R2min,0.6025213383874081;2.685755914197758;7.437922946763164;0.22095199588450462;0.08349205144833365
multiplicative_bertalanffy,3,0.3440301401599296,5.151661267543634e-33,zmax;s1;s2,0.5541908385546307;176.1280143990547;208.37204576707526
multiplicative_bertalanffy_rmin,5,0.9103913100473691,4.1047233162796565e-06,zmax;s1;s2;R1min;R2min,0.5812168943086907;39.080711380059256;136.0618461942976;0.02758468791339486;0.004800964596903042
pat,3,0.41086145223595494,1.6928043620531715e-31,zmax;s1;s2,0.6019276198573933;96.17352293987052;146.70818637783947
pat_rmin,5,0.9332277847514141,0.05825055258507987,zmax;s1;s2;R1min;R2min,0.6367545159149836;32.548948006841165;110.09011231497438;0.016749161891016655;0.0017256062158903342
additive,3,0.4110065337946893,1.7064087086499282e-31,zmax;s1;s2,0.6038784545959497;107.50725652213136;157.65496516885787
additive_rmin,5,0.9225493534922564,0.0004691902891687653,zmax;s1;s2;R1min;R2min,0.6321897468413995;40.41168679953535;133.09152908274567;0.014263737579177522;0.0016684655856803255
mankad_bungay,3,0.402204050790704,1.053663923205153e-31,zmax;s1;s2,0.598680687676567;82.51877197933861;133.73037170203244
mankad_bungay_rmin,5,0.9287275893372907,0.006993844685205717,zmax;s1;s2;R1min;R2min,0.6356253271244464;26.26583489288939;91.72086080474381;0.018153587227378188;0.001435217782518117
generalized_mean,4,0.42094685951716715,7.37649353434825e-32,zmax;s1;s2;q,0.6487526304810449;270.6830204637093;525.3872585664594;0.6626491369654156
generalized_mean_rmin,6,0.9261061733838216,0.0005715307569651495,zmax;s1;s2;q;R1min;R2min,0.6077047828065625;15.30212715933493;54.79014639564012;1.6310268953077618;0.024731570949287515;0.0030227383227876127
saito_sub,3,0.5263059692339203,2.027642681980557e-28,zmax;s1;s2,0.531610743057854;33.9674355448872;11.634631923440113
saito_sub_rmin,5,0.6621375808155024,7.596555451186764e-25,zmax;s1;s2;R1min;R2min,0.57955222877375;26.254000469789837;0.7111715438219812;5.929121266803191e-07;0.5045814151109087
mean_monod_sub,3,0.8774651421484891,2.467373510041469e-09,zmax;s1;s2,0.6071816127173454;27.168183661671243;100.29638123821375
mean_monod_sub_rmin,5,0.8892408288050893,4.191050473242825e-09,zmax;s1;s2;R1min;R2min,0.6093623230956259;22.4537830165743;90.54575179762544;0.0028559669157777502;0.0007349022248370827
chem_depend,3,0.32889775638575147,2.4549413220864345e-33,zmax;s1;s2,0.5528935749877607;136.53229070838847;53.70687186817731
chem_depend_rmin,5,0.8280411921825314,2.5904142690084837e-15,zmax;s1;s2;R1min;R2min,0.5738288266431737;45.74960302091628;79.41821461468518;0.01515919046588255;0.0010016273683671735
