Model name,Num parameters,R^2,Akaike weight,Parameter names,Parameter values
liebig_monod,3,0.990004281342587,0.4136124499389665,zmax;c1;c2,0.6691985694432414;0.1355187656913085;0.24375801091665472
liebig_monod_rmin,5,0.990683872880225,0.3795553952958481,zmax;c1;c2;R1min;R2min,0.6775549034294417;0.13048956547287646;0.23473368206967177;0.04466378586401825;0.027275788184353167
liebig_hill,5,0.9904487634060977,0.14539302641898275,zmax;c1;c2;n1;n2,0.7016288265815758;0.1242809072255648;0.22782779651599508;0.9284594132673797;0.954592540744477
liebig_hill_rmin,7,0.9906955390227533,0.026889146058475758,zmax;c1;c2;n1;n2;R1min;R2min,0.6798815484645935;0.13173396647693908;0.22912958728582053;0.9661481087082451;1.0539993865006874;0.02109498465342945;0.05411927082766304
liebig_blackman,3,0.9241806555056679,5.468932262134341e-35,zmax;c1;c2,0.5566549909255893;0.055020475448183115;0.10727508420330845
liebig_blackman_rmin,5,0.9555066028457324,2.7255804001045612e-27,zmax;c1;c2;R1min;R2min,0.5566549909255893;0.04834476404262919;0.0978538091587513;0.7580238943165778;0.2858854648776251
liebig_bertalanffy,3,0.9869117258129791,1.2866538326111195e-05,zmax;c1;c2,0.5486857544302565;0.15820895813756086;0.2844379412570694
liebig_bertalanffy_rmin,5,0.9900074536340888,0.025544986141428454,zmax;c1;c2;R1min;R2min,0.5569357296625356;0.14746043461434485;0.2663580837132048;0.11970648730981537;0.06638380318447869
multiplicative_monod,3,0.9671260931544181,5.136386481118832e-21,zmax;c1;c2,0.6464663914653792;0.20114414493076416;0.40909236232416346
multiplicative_monod_rmin,5,0.9672837849282662,3.771036167790183e-22,zmax;c1;c2;R1min;R2min,0.6499086313777013;0.19736349864313305;0.40440110769716925;0.02503793017844311;0.01215290451931735
multiplicative_hill,5,0.9675603154587002,5.228635160365165e-22,zmax;c1;c2;n1;n2,0.6353612149930646;0.19577261217739778;0.42113517775414816;0.9948031897921745;1.096646333632981
multiplicative_hill_rmin,7,0.9693527335415257,3.1485223428080733e-22,zmax;c1;c2;n1;n2;R1min;R2min,0.6044427561978951;0.18674211812382346;0.32764184151311243;1.0486502744631205;1.623587023938593;0.04785769733542785;0.3194521434086378
multiplicative_blackman,3,0.9174695432469873,2.088261815304858e-36,zmax;c1;c2,0.5090165558730508;0.07868478162478786;0.10871434697310609
multiplicative_blackman_rmin,5,0.9436687968877899,3.0974247209038024e-31,zmax;c1;c2;R1min;R2min,0.5069716980235226;0.0687739344386844;0.09283139864001382;0.5185853059387686;0.5716723577963242
multiplicative_bertalanffy,3,0.965557616096294,8.537784680091772e-22,zmax;c1;c2,0.5218502017401483;0.19000431831397016;0.35186575705879825
multiplicative_bertalanffy_rmin,5,0.9690489802296739,3.1904521373702643e-21,zmax;c1;c2;R1min;R2min,0.5289865999732749;0.17506607609703187;0.32918757120050135;0.15523527988418737;0.08929956312677598
pat,3,0.988298712544585,0.0009603688313161182,zmax;c1;c2,0.6841169994528763;0.1442948355428603;0.26325799450985726
pat_rmin,5,0.9887225399814212,0.00024249533998615697,zmax;c1;c2;R1min;R2min,0.6911523691756751;0.13988169549716534;0.2567552394519351;0.03691802048776121;0.018612389285247014
additive,3,0.9828229380468307,3.6635452660727984e-10,zmax;c1;c2,0.7019651046537025;0.16113838752838747;0.3083031602525461
additive_rmin,5,0.9829495467041272,2.971700333820044e-11,zmax;c1;c2;R1min;R2min,0.7058876693422376;0.158277509609048;0.30549464488741196;0.021081485792991038;0.007244254051413943
mankad_bungay,3,0.9888859555263528,0.006971985954473758,zmax;c1;c2,0.6790877599474441;0.11015384990450919;0.1914212732823822
mankad_bungay_rmin,5,0.9890726418303589,0.0008165897630130508,zmax;c1;c2;R1min;R2min,0.6831175848065372;0.10814906216242935;0.18794770786038004;0.01948514941950382;0.01277289782769859
generalized_additive,4,0.9853898784011214,4.5469685458962915e-08,zmax;c1;c2;q,0.6118597973967396;0.12471680651133608;0.2280586128431572;1.3582278703677557
generalized_additive_rmin,6,0.9873011158586721,6.438534263684476e-07,zmax;c1;c2;q;R1min;R2min,0.5915570542292107;0.10342775763327063;0.1888500304218381;1.620807458228525;0.11734782327978914;0.061537118816629585
saito_sub,3,0.41719497533732397,4.332982709816216e-69,zmax;c1;c2,0.3083691914231555;0.10245468737915264;0.001591414014191653
saito_sub_rmin,5,0.4171949759934104,2.6435756988257613e-70,zmax;c1;c2;R1min;R2min,0.30836535887944555;0.10246045578780183;0.001591136791547891;1.1290190565853498e-34;5.370071368991098e-31
mean_monod_sub,3,0.596627195813738,6.16210183037461e-63,zmax;c1;c2,0.4264784932435837;0.09532370420930433;0.07840289182404962
mean_monod_sub_rmin,5,0.5966271973895034,3.759531363820387e-64,zmax;c1;c2;R1min;R2min,0.4264974967383996;0.0952932544499542;0.07840904304106175;2.5249272136667153e-26;1.1985291738539102e-21
chem_depend,3,0.8933937097685561,1.0959595838366685e-40,zmax;c1;c2,0.5808919056936694;0.2931564158378702;0.04359494264609081
chem_depend_rmin,5,0.8944712921272883,9.887110916147111e-42,zmax;c1;c2;R1min;R2min,0.5907997357773379;0.25736167604541815;0.04953579783172907;0.10915513796705725;6.569143246333594e-20
