R1_back,R2_back,trait_back,R1_supp,R2_supp,L1,L2,Meff
0.027780838884096066,0.010000000000000004,0.259137181928763,0.03278083888409607,0.030000000000000002,0.4426741671347543,0.02624825005669723,1.0592947409300868
0.027780838884096066,0.010000000000000004,0.259137181928763,0.037780838884096064,0.030000000000000002,0.5989175213789879,0.02624825005669723,1.0438261515479819
0.027780838884096066,0.010000000000000004,0.259137181928763,0.05278083888409607,0.030000000000000002,0.31496590136727504,0.02624825005669723,1.083336799135249
0.027780838884096066,0.010000000000000004,0.259137181928763,0.07778083888409607,0.030000000000000002,0.450461735870727,0.02624825005669723,1.0582696552593092
0.027780838884096066,0.010000000000000004,0.259137181928763,0.17778083888409607,0.030000000000000002,0.0961411100901886,0.02624825005669723,1.2730179632009047
0.027780838884096066,0.010000000000000004,0.259137181928763,0.27778083888409605,0.030000000000000002,0.006598258323173765,0.02624825005669723,1.2513789798908983
0.027780838884096066,0.010000000000000004,0.259137181928763,0.5277808388840961,0.030000000000000002,0.03212108664436152,0.02624825005669723,1.8171656939042191
0.027780838884096066,0.010000000000000004,0.259137181928763,1.027780838884096,0.030000000000000002,0.010756353432752915,0.02624825005669723,1.4097931637163916
0.027780838884096066,0.010000000000000004,0.259137181928763,2.027780838884096,0.030000000000000002,0.00477881575576962,0.02624825005669723,1.1820622611201583
0.027780838884096066,0.010000000000000004,0.259137181928763,0.03278083888409607,0.05,0.4426741671347543,0.00322089977435172,1.0072760057249313
0.027780838884096066,0.010000000000000004,0.259137181928763,0.037780838884096064,0.05,0.5989175213789879,0.00322089977435172,1.0053778686703565
0.027780838884096066,0.010000000000000004,0.259137181928763,0.05278083888409607,0.05,0.31496590136727504,0.00322089977435172,1.0102261856295227
0.027780838884096066,0.010000000000000004,0.259137181928763,0.07778083888409607,0.05,0.450461735870727,0.00322089977435172,1.007150218360114
0.027780838884096066,0.010000000000000004,0.259137181928763,0.17778083888409607,0.05,0.0961411100901886,0.00322089977435172,1.033501795135611
0.027780838884096066,0.010000000000000004,0.259137181928763,0.27778083888409605,0.05,0.006598258323173765,0.00322089977435172,1.4881439338377505
0.027780838884096066,0.010000000000000004,0.259137181928763,0.5277808388840961,0.05,0.03212108664436152,0.00322089977435172,1.1002736865664884
0.027780838884096066,0.010000000000000004,0.259137181928763,1.027780838884096,0.05,0.010756353432752915,0.00322089977435172,1.299441608579366
0.027780838884096066,0.010000000000000004,0.259137181928763,2.027780838884096,0.05,0.00477881575576962,0.00322089977435172,1.6739953869246837
0.027780838884096066,0.010000000000000004,0.259137181928763,0.03278083888409607,0.15,0.4426741671347543,-0.002194023766151441,0.9950437049888127
