R1_back,R2_back,trait_back,R1_supp,R2_supp,L1,L2,Meff
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02416976547021529,0.011717440988960002,-0.5150875183385575,0.17086807409658916,-0.6682737049274008
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02916976547021529,0.011717440988960002,-0.6114660554414464,0.17086807409658916,-0.7205600007129891
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.04416976547021529,0.011717440988960002,-0.04173537882295203,0.17086807409658916,0.7557450153071916
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.06916976547021529,0.011717440988960002,0.12192815829564145,0.17086807409658916,1.713580690484738
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02416976547021529,0.03171744098896,-0.5150875183385575,0.06341196686334404,-0.8768908882360754
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02916976547021529,0.03171744098896,-0.6114660554414464,0.06341196686334404,-0.8962951969303284
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.04416976547021529,0.03171744098896,-0.04173537882295203,0.06341196686334404,0.3418374971258365
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.06916976547021529,0.03171744098896,0.12192815829564145,0.06341196686334404,1.5200764757685248
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02416976547021529,0.05171744098896,-0.5150875183385575,0.035717012160577606,-0.9306583621443891
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02916976547021529,0.05171744098896,-0.6114660554414464,0.035717012160577606,-0.9415879068956791
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.04416976547021529,0.05171744098896,-0.04173537882295203,0.035717012160577606,-0.144202995925957
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.06916976547021529,0.05171744098896,0.12192815829564145,0.035717012160577606,1.2929348942840087
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02416976547021529,0.15171744098896,-0.5150875183385575,0.009154255186531202,-0.9822277673975507
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02916976547021529,0.15171744098896,-0.6114660554414464,0.009154255186531202,-0.985029005117999
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.04416976547021529,0.15171744098896,-0.04173537882295203,0.009154255186531202,-0.780659587987329
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.06916976547021529,0.15171744098896,0.12192815829564145,0.009154255186531202,1.075079090133837
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02416976547021529,0.50171744098896,-0.5150875183385575,0.0038499917358479478,-0.9925255580871648
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02916976547021529,0.50171744098896,-0.6114660554414464,0.0038499917358479478,-0.9937036705446086
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.04416976547021529,0.50171744098896,-0.04173537882295203,0.0038499917358479478,-0.907752323222458
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.06916976547021529,0.50171744098896,0.12192815829564145,0.0038499917358479478,1.031575903299653
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02416976547021529,1.00171744098896,-0.5150875183385575,0.002245264708747373,-0.995641003462888
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.02916976547021529,1.00171744098896,-0.6114660554414464,0.002245264708747373,-0.9963280632035634
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.04416976547021529,1.00171744098896,-0.04173537882295203,0.002245264708747373,-0.9462023642274309
0.01916976547021529,0.0017174409889600011,0.147595340601512,0.06916976547021529,1.00171744098896,0.12192815829564145,0.002245264708747373,1.0184146528589666
